# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
GENE       CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
1386         2  175926978  176067934    128       3  31695      0.33523    2.7756e-16      0.33523
518          2  176030986  176081490     72       3  31639      0.62324    2.2204e-16      0.62324
80856        2  176780410  176902018    122       7  31751      0.30593    2.7756e-16      0.30593
3239         2  176922532  176970666     67      10  31650      0.46061    2.7756e-16      0.46061
3238         2  176929530  176975488     61      10  31651      0.55944    2.2204e-16      0.55944
344191       2  176934835  176983690     57      10  31641       1.1654    2.2204e-16       1.1654
3237         2  176936721  176986563     55      10  31634       1.2192    2.2204e-16       1.2192
3236         2  176946492  176994670     57      11  31819       1.9332    2.2204e-16       1.9332
3235         2  176952413  176999645     57      11  31823       2.3231    4.4409e-16       2.3231
3234         2  176959422  177007423     50       9  31834       2.3147    4.4409e-16       2.3147
3232         2  176966669  177053737     94      12  31796       1.3911    2.2204e-16       1.3911
3233         2  176980122  177027951     51       7  31839       1.9225    2.2204e-16       1.9225
3231         2  177018307  177065635     44       4  31726     -0.73208    2.2204e-16     -0.73208
10651        2  177099123  177212753    125      15  31683      0.35821    2.7756e-16      0.35821
220988       2  178041063  178098687     69       5  31759      0.41279    2.7756e-16      0.41279
4780         2  178085031  178164859    122      14  31721     0.045025    2.7062e-16     0.045025
8540         2  178222471  178418564    174       8  31608     0.087481    2.6368e-16     0.087481
150737       2  178404880  178452524     18       3  31831    -0.079954    2.6368e-16    -0.079954
92104        2  178469026  178518694    117       6  31593      0.25708    2.7756e-16      0.25708
50940        2  178477977  179008066    988      28  31414      -1.5894    2.2204e-16      -1.5894
129831       2  178942149  179004383     72       7  31558      0.19473    2.7756e-16      0.19473
114880       2  179024208  179274160    463      31  31823      0.75032    2.2204e-16      0.75032
494513       2  179281163  179336149     42       4  31749      0.72329    2.2204e-16      0.72329
8575         2  179286141  179350958     54       6  31658      0.51675    2.2204e-16      0.51675
65977        2  179310199  179379783     73       8  31706      0.15651    2.7756e-16      0.15651
51661        2  179318391  179378646     65       7  31720     0.071523    2.6368e-16     0.071523
7273         2  179380716  179707150    426      25  31430       1.0561    2.2204e-16       1.0561
285025       2  179684484  179949841    470      34  31528       1.1055    2.2204e-16       1.1055
91404        2  179956419  180164350    320      20  31564     -0.68177    2.2204e-16     -0.68177
151126       2  180296709  180761232    744      60  30718      -1.5874    2.2204e-16      -1.5874
57703        2  180799603  180907024     56       7  31831       1.5537    2.2204e-16       1.5537
10477        2  181810112  181938154    315       9  31838      -1.1849    2.2204e-16      -1.1849
3676         2  182286619  182412474    235      23  31567      0.96513    2.2204e-16      0.96513
375298       2  182391399  182556834    252      18  31553     -0.37936    2.7756e-16     -0.37936
4760         2  182530833  182580392     23       6  31453      -1.1293    2.2204e-16      -1.1293
6744         2  182721472  182805465     94       6  31725     0.050709    2.7062e-16     0.050709
151242       2  182783968  183006109    360      30  31628      -1.5829    2.2204e-16      -1.5829
5136         2  182994762  183422572    663      34  31443      0.43059    2.7756e-16      0.43059
54431        2  183545768  183654752    108       6  31774      -1.2429    2.2204e-16      -1.2429
2487         2  183688002  183766498     75       7  31601     -0.78607    2.2204e-16     -0.78607
10787        2  183779579  183938586     71       4  30660     -0.59819    2.2204e-16     -0.59819
142679       2  183908287  183974736     41       4  30995       -1.436    2.2204e-16       -1.436
129401       2  183947247  184036408    180       8  31643     -0.63582    2.2204e-16     -0.63582
91752        2  185428093  185814214    360      20  34558       1.9977    2.2204e-16       1.9977
401024       2  186568355  186708016    203       6  31626     0.020165    2.7062e-16     0.020165
55854        2  187315885  187384088     42       6  31790     -0.18964    2.7756e-16     -0.18964
3685         2  187419058  187555629     99       9  31619        -1.03    2.2204e-16        -1.03
165215       2  187523789  187640686    127       7  31483     -0.57023    2.2204e-16     -0.57023
151112       2  187682207  187748897    186      12  21934      0.70388    2.2204e-16      0.70388
10203        2  188196690  188348021    246      15  31647      0.50459    2.2204e-16      0.50459
7035         2  188318957  188454219    182      19  31596        1.072    2.2204e-16        1.072
51454        2  189121396  189470653    393      13  30805     -0.46113    2.7756e-16     -0.46113
116093       2  189588465  189689831     54       6  29300      -2.3634    4.4409e-16      -2.3634
1281         2  189804099  189887472    164      19  31720     -0.55498    2.2204e-16     -0.55498
1290         2  189886641  190079668    360      12  31450      -1.1424    2.2204e-16      -1.1424
84128        2  190271159  190350287     83       5  31282      -1.2364    2.2204e-16      -1.2364
30061        2  190415316  190483478     96      17  31842       1.1129    2.2204e-16       1.1129
54529        2  190491125  190545557     63       9  31755       -0.644    2.2204e-16       -0.644
150709       2  190504018  190635919    124      12  31789       -0.722    2.2204e-16       -0.722
64172        2  190601386  190663020     74       9  31751     -0.85129    2.2204e-16     -0.85129
5378         2  190613710  190752355    172      16  31773     -0.82611    2.2204e-16     -0.82611
94101        2  190624993  190684097     96      10  31758     -0.81937    2.2204e-16     -0.81937
84281        2  190709282  191078210    345      26  31503     0.079714    2.6368e-16     0.079714
2660         2  190910426  190962455     69       5  31764     -0.31641    2.7756e-16     -0.31641
26275        2  191059355  191219771    350      10  31717      0.28274    2.7756e-16      0.28274
3628         2  191173196  191246391    122       8  31724      0.32119    2.7756e-16      0.32119
54842        2  191238081  191377041    152      11  31186     -0.28671    2.7756e-16     -0.28671
100131211    2  191361619  191434468     82       9  31356     -0.75656    2.2204e-16     -0.75656
4664         2  191478621  191567492    110      13  31746      0.23002    2.7756e-16      0.23002
2744         2  191710547  191840278    206      18  31255      -1.3322    2.2204e-16      -1.3322
6772         2  191823762  191913976    161      27  31814     -0.63265    2.2204e-16     -0.63265
6775         2  191884302  192072404    278      32  31446     -0.47914    2.7756e-16     -0.47914
4430         2  192075107  192300115    277       8  28538       1.9427    2.2204e-16       1.9427
64859        2  192507798  192563248     67      10  31726      -1.5637    2.2204e-16      -1.5637
8436         2  192689031  192747006     55       6  31808      0.16908    2.7756e-16      0.16908
23671        2  192760615  193094645    256      28  31551      0.37339    2.7756e-16      0.37339
57181        2  196442798  196612426    258      19  31547    0.0095497    2.6888e-16    0.0095497
56171        2  196592427  196968536    457      15  31278      0.45675    2.7756e-16      0.45675
9262         2  196988307  197071336    131      10  31175       1.3703    2.2204e-16       1.3703
57520        2  197053971  197493416    467      40  30891       1.0941    2.2204e-16       1.0941
284992       2  197469278  197607530     50       6  30018      0.16644    2.7756e-16      0.16644
9330         2  197617756  197699492     43       5  31420      0.31088    2.7756e-16      0.31088
401027       2  197659139  197710000     27       3  31844      0.44283    2.7756e-16      0.44283
80055        2  197687728  197826454    107       4  31569      0.86432    2.2204e-16      0.86432
91526        2  197821741  198210521    352      31  32309      -1.0411    2.2204e-16      -1.0411
23451        2  198246698  198334815     55       5  45796      0.31662    2.7756e-16      0.31662
80219        2  198283231  198349851     38       4  44300      0.20958    2.7756e-16      0.20958
3336         2  198329721  198378187     33       4  40885      0.30099    2.7756e-16      0.30099
100529241    2  198329721  198428423     69       5  41440      0.26461    2.7756e-16      0.26461
3329         2  198341308  198399998     37       4  41351      0.30938    2.7756e-16      0.30938
25843        2  198345295  198428423     61       4  41837      0.33356    2.7756e-16      0.33356
130132       2  198425524  198575774    144       8  42020      0.17442    2.7756e-16      0.17442
92935        2  198535028  198583114     38       4  37601      0.65874    2.2204e-16      0.65874
66037        2  198581603  198686036     86       5  36228         1.03    2.2204e-16         1.03
5334         2  198634426  199024608    299       8  41486    -0.039987    2.7062e-16    -0.039987
23314        2  200124223  200370989    184      13  34119        1.104    2.2204e-16        1.104
205327       2  200740979  200802996     89      11  39607       3.4125    4.4409e-16       3.4125
129450       2  200783634  200855459     92      11  39443       3.3719    4.4409e-16       3.3719
79568        2  200785040  200838848     66       8  40549       2.9745    4.4409e-16       2.9745
26010        2  201135604  201356986    357      35  36058       5.2518             0       5.2518
